FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
1492,10000484,HILLSBOROUGH CORRECTIONAL INSTITUTION,11150 HWY 672,RIVERVIEW,FL,33569,-999,NOT AVAILABLE,STATE,CLOSED,0,HILLSBOROUGH,12057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tampabay.com/news/publicsafety/crime/sadness-resentment-at-closing-of-hillsborough-prison/1220816,2012/03/20 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,NOT AVAILABLE,CLOSE,-999,0.0123743595397,{56FB9E2E-5EA3-401F-905F-4BCEA0C9FCCA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1447.06274944095,9.79318621945e-06
1493,10005493,BRYAN COUNTY JUVENILE DETENTION CENTER,420 W EVERGREEN ST,DURANT,OK,74701,-999,NOT AVAILABLE,COUNTY,CLOSED,-999,BRYAN,40013,USA,922140,CORRECTIONAL INSTITUTIONS,https://kfor.com/2019/07/20/bryan-county-juvenile-detention-center-closes-amid-investigation/,2018/04/13 00:00:00+00,IMAGERY/OTHER,2020/01/21 00:00:00+00,NOT AVAILABLE,JUVENILE,-999,0.0012044900047,{F236734F-A805-4632-B109-7E43FAAA0987},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,142.398960123901,5.45658191007e-08
1494,10004979,ROBERTS COUNTY JAIL / JUVENILE DETENTION CENTER,11924 BIA HWY 700,SISSETON,SD,57262,-999,NOT AVAILABLE,COUNTY,OPEN,-999,ROBERTS,46109,USA,922140,CORRECTIONAL INSTITUTIONS,http://roberts.sdcounties.org/sheriff/,2016/03/07 00:00:00+00,IMAGERY/OTHER,2020/02/07 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00235009911473,{4082B9A4-857E-4677-A27C-CDD55BF03AF7},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,301.683244311338,2.34911974406e-07
1495,10002361,BALTIMORE CITY JUVENILE JUSTICE CENTER,300 N GAY ST,BALTIMORE,MD,21202,-999,(443) 263-8706,STATE,OPEN,99,BALTIMORE (CITY),24510,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Baltimore-City-Juvenile-Justice-Center.aspx,JUVENILE,120,0.00652067411971,{C626F0A4-5DE4-4FE6-AB9B-D579A16EF764},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,791.052060641932,1.67903269339e-06
1496,10004740,BACKBONE MOUNTAIN YOUTH CENTER,124 CAMP 4 ROAD,SWANTON,MD,21561,-999,(301) 359-9190,STATE,OPEN,25,GARRETT,24023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Backbone-Mountain-Youth-Center.aspx,JUVENILE,48,0.00898643855097,{59952A4C-5959-4B3E-8F96-C176E34C82CA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1143.95415368278,2.81113867987e-06
1497,10004027,"CHARLES H HICKEY, JR. SCHOOL",9700 OLD HARFORD ROAD,PARKVILLE,MD,21234,-999,(410) 663-7700,STATE,OPEN,58,BALTIMORE,24005,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Charles-H-Hickey-Jr-School.aspx,JUVENILE,72,0.0183392034907,{694DA658-7204-4593-9CBD-6B05D2FF01F9},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2301.60279241538,1.13650790657e-05
1498,10001566,CHELTENHAM YOUTH DETENTION CENTER,11003 FRANK TIPPETT RD,CHELTENHAM,MD,20623,-999,(301) 782-2400,STATE,OPEN,42,PRINCE GEORGE'S,24033,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.turnerconstruction.com/experience/project/678F/cheltenham-youth-detention-center",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Cheltenham-Youth-Detention-Center.aspx,JUVENILE,72,0.00871225053503,{2D54FEA1-E19C-4C06-93BF-6D34C05A1F99},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1054.0182070376,4.3250925855e-06
1499,10003495,CAMPBELL COUNTY JAIL,195 KENTUCKY ST,JACKSBORO,TN,37757,-999,(423) 562-7446,COUNTY,OPEN,291,CAMPBELL,47013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.campbellcountysheriff.com/,2018/03/31 00:00:00+00,IMAGERY/OTHER,2019/12/06 00:00:00+00,http://www.campbellcountysheriff.com/,NOT AVAILABLE,322,0.00217481284511,{6A92F00D-AC0C-44E9-9AF6-A9BF42CC5CEE},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,267.172101153108,2.09560107154e-07
1500,10001564,THOMAS J. S. WAXTER CHILDREN'S CENTER,375 RED CLAY RD,LAUREL,MD,20724,-999,(301) 362-6160,STATE,OPEN,19,ANNE ARUNDEL,24003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Thomas-JS-Waxter-Children-Center.aspx,JUVENILE,42,0.00586259434148,{E7F4903D-9CC4-41F4-8357-9BC6A5C69FDF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,741.198528216808,1.1281063066e-06
1501,10006584,LENOIR YOUTH DEVELOPMENT CENTER,3055 DOBBS FARM ROAD,KINSTON,NC,28504,-999,(252) 208-4920,STATE,OPEN,54,LENOIR,37107,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/youth-development-centers#lenoir,2017/10/01 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/youth-development-centers#lenoir,JUVENILE,44,0.00299821585335,{9C8E7A9D-0150-4373-897F-C4DD3644FB31},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,363.60475780775,5.18261386792e-07
1502,10001231,FAIRBANKS CORRECTIONAL CENTER,1931 EAGAN AVENUE,FAIRBANKS,AK,99701,-999,(907) 458-6700,STATE,OPEN,230,FAIRBANKS NORTH STAR,02090,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.correct.state.ak.us/administrative-services/research-records, http://www.correct.state.ak.us/doc/corrections-staffing-report.pdf",2016/02/09 00:00:00+00,IMAGERY/OTHER,2019/11/06 00:00:00+00,http://www.correct.state.ak.us/institutions,CLOSE,258,0.0114507845704,{761EC404-8EBB-43C6-A8F2-478A781FD71F},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1583.7378228323,4.05191485612e-06
1503,10000349,ESCAMBIA OUTWARD BOUND,430 TEDDER RD,CENTURY,FL,32535,-999,NOT AVAILABLE,STATE,CLOSED,0,ESCAMBIA,12033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.publicschoolreview.com/school_ov/school_id/17997,2015/10/31 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,NOT AVAILABLE,JUVENILE,-999,0.00778152697614,{8607D3D1-3F09-47B3-A5F1-197A70D6C77D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,971.294194686078,2.1265943357e-06
1504,10000468,DETENTION WEST FACILITY,8700 CITIZEN DR,NEW PORT RICHEY,FL,34654,-999,NOT AVAILABLE,COUNTY,CLOSED,0,PASCO,12101,USA,922140,CORRECTIONAL INSTITUTIONS,https://pascosheriff.com/court-services-bureau/,2018/02/22 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,NOT AVAILABLE,MAXIMUM,163,0.00364653413083,{F95FB15F-120B-4E1A-96A3-7D93DF2341F6},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,423.18174641756,7.29001387972e-07
1505,10000951,OUACHITA PARISH CORRECTIONAL CENTER,4801 US HWY 165 BY-PASS S,MONROE,LA,71202,-999,(318) 327-1369,COUNTY,OPEN,888,OUACHITA,22073,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.louisiana.gov/briefing-book,2017/09/29 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,http://www.opso.net/inmate-jail-information/,MAXIMUM,1112,0.00880924782702,{4F69C106-D296-4B37-814C-7290C4929C35},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1085.99388869788,2.69594904893e-06
1506,10000533,HOLLYWOOD WORK RELEASE CENTER,8501 W CYPRESS DR,PEMBROKE PINES,FL,33025,4542,(954) 985-4720,STATE,OPEN,156,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017/10/31 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,http://www.dc.state.fl.us/org/facilitydir.html,MINIMUM,108,0.00516556574869,{ADE9A954-CFD2-4E00-AE48-FCEF9995DE48},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,607.980711149313,1.66334701232e-06
1507,10000519,ATLANTIC COMMUNITY RELEASE CENTER,263 FAIRGROUNDS RD,WEST PALM BEACH,FL,33411,3639,(561) 791-4187,STATE,OPEN,44,PALM BEACH,12099,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017/10/31 00:00:00+00,IMAGERY/OTHER,2019/12/12 00:00:00+00,http://www.dc.state.fl.us/ci/index.html,MINIMUM,-999,0.00201147282779,{1A6B7F1D-EB4C-4B1A-AC92-6CC62BE00E9E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,236.537468822567,2.19537788962e-07
1508,10001995,CENTRAL TEXAS DETENTION FACILITY,218 S LAREDO ST,SAN ANTONIO,TX,78207,-999,(210) 227-5600,MULTI,OPEN,510,BEXAR,48029,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.justice.gov/archive/ofdt/prisoner-location.htm, https://www.geogroup.com/Locations",2017/10/16 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.geogroup.com/Locations,MAXIMUM,688,0.00263130004479,{15BE1392-E35B-43B4-99C2-5EF772EF8893},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,311.179771948581,2.88114136893e-07
1509,10002904,KARNES COUNTY CORRECTIONAL CENTER,810 COMMERCE ST,KARNES CITY,TX,78118,-999,(830) 780-3525,MULTI,OPEN,-999,KARNES,48255,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,2017/10/16 00:00:00+00,IMAGERY/OTHER,2020/02/21 00:00:00+00,https://www.geogroup.com/Locations,MAXIMUM,679,0.0047841618314,{DE87B812-A140-4291-8DAB-D56AEF367456},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,569.202715456336,1.34718424326e-06
1510,10002851,VAL VERDE CORRECTIONAL FACILITY,253 FM 2523 HAMILTON LANE,DEL RIO,TX,78840,-999,(830) 778-0096,MULTI,OPEN,116,VAL VERDE,48465,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,2017/10/16 00:00:00+00,IMAGERY/OTHER,2020/03/04 00:00:00+00,https://www.geogroup.com/Locations,MEDIUM,1407,0.0097326882997,{4C5D88CB-181A-43EE-B0C0-0000E2A923D9},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1196.60915593659,4.54683254243e-06
1511,10006301,JOE CORLEY DETENTION FACILITY,500 HILBIG STREET,CONROE,TX,77301,-999,(936) 521-4000,MULTI,OPEN,-999,MONTGOMERY,48339,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,2017/10/16 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,"https://www.geogroup.com/Locations, https://www.ice.gov/detention-facility/joe-corley-detention-facility#wcm-survey-target-id",NOT AVAILABLE,1517,0.00822147918483,{ECB14103-270F-4F75-A168-9286B987E8ED},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,986.883122779176,4.77247963223e-06
1512,10006885,MASON COUNTY JUVENILE DETENTION CENTER,317 NORTH 5TH STREET,SHELTON,WA,98584,-999,(360) 427-9670,COUNTY,OPEN,-999,MASON,53045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.mason.wa.us/facilities/juvi.php,2018/05/08 00:00:00+00,IMAGERY/OTHER,2020/02/26 00:00:00+00,http://www.co.mason.wa.us/facilities/juvi.php,JUVENILE,-999,0.00132808997873,{A41A1303-C580-43F4-BEB8-66C5F2067343},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,173.951833431416,8.70110052013e-08
1513,10004029,J DEWEESE CARTER CENTER,300 SCHEELER RD,CHESTERTOWN,MD,21620,-999,(410) 778-6444,STATE,OPEN,11,KENT,24029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/J-DeWeese-Carter-Center.aspx,JUVENILE,14,0.00826072009245,{48BF3A26-794F-4F9B-95AB-262AF0C7A2AD},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1025.05323547934,1.41271487563e-06
1514,10004166,DURHAM COUNTY YOUTH HOME,2432 BROAD ST,DURHAM,NC,27704,-999,(919) 560-0840,COUNTY,OPEN,-999,DURHAM,37063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.dconc.gov/government/departments-f-z/youth-home,2018/04/02 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,http://www.dconc.gov/government/departments-f-z/youth-home,JUVENILE,14,0.00301041231526,{0C3BE9B4-85B7-45A1-BCA6-DCDB8C19A329},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,357.990364732538,3.51124825894e-07
1515,10006314,COASTAL BEND DETENTION CENTER,4909 FM 2826,ROBSTOWN,TX,78380,-999,(361) 767-3400,FEDERAL,OPEN,-999,NUECES,48355,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,2017/10/11 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.geogroup.com/Locations,NOT AVAILABLE,1176,0.0131938965436,{D5CF2157-2406-4FE5-ADE0-D2502B1029ED},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1540.61551800785,1.09777297922e-05
1516,10004741,MEADOW MOUNTAIN YOUTH CENTER,234 RECOVERY ROAD,GRANTSVILLE,MD,21535,-999,(301) 895-5669,STATE,OPEN,22,GARRETT,24023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Meadow-Mountain-Youth-Center.aspx,JUVENILE,40,0.00554643000994,{EC7473E9-8367-43B8-9BA3-B8B70C0D8E43},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,664.098220594905,1.59569081254e-06
1517,10004208,DOBBS YOUTH DEVELOPMENT CENTER,3060 DOBBS FARM RD,KINSTON,NC,28504,-999,(252) 522-0511,STATE,CLOSED,0,LENOIR,37107,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/annual-report-youth-development-centers-october-2017,2017/10/01 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/department-public-safety-prepares-open-youth-development-center-kinston,JUVENILE,43,0.0198019465682,{FBADAD51-10F1-4A9F-9F56-15444DADD164},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2392.71130965302,1.55318157095e-05
1518,10004742,SAVAGE MOUNTAIN YOUTH CENTER,164 FREEDOM LANE,LONACONING,MD,21539,-999,(301) 463-2244,STATE,OPEN,10,GARRETT,24023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Savage-Mountain-Youth-Center.aspx,JUVENILE,36,0.009468276079,{6D176305-E584-4B3B-8EDA-B3BB73ED82B0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1159.50200105961,4.20495380545e-06
1519,10006310,ADELANTO ICE PROCESSING CENTER,10400 RANCHO ROAD,ADELANTO,CA,92301,-999,(760) 561-6100,FEDERAL,OPEN,1654,SAN BERNARDINO,06071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.immigrantjustice.org/sites/default/files/uploaded-files/no-content-type/2017-06/ICE_detention_list_April2017_0.pdf, https://www.geogroup.com/Locations",2017/10/12 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,https://www.geogroup.com/Locations,NOT AVAILABLE,1940,0.0153399296888,{FD9E9793-2408-46E1-865B-F5C71A8FB89E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1892.65736973578,6.98248114698e-06
1520,10006315,EAST HIDALGO DETENTION CENTER,1300 HIGHWAY 107,LAVILLA,TX,78562,-999,(956) 262-4511,FEDERAL,OPEN,14,HIDALGO,48215,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.immigrantjustice.org/sites/default/files/uploaded-files/no-content-type/2017-06/ICE_detention_list_April2017_0.pdf, https://www.geogroup.com/Locations",2017/10/11 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.geogroup.com/Locations,MAXIMUM,1300,0.0113209014926,{4B2515B2-0383-4E84-BB14-16DA525A8D9E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1320.47851983179,5.87255934853e-06
1521,10006372,CEC - COLEMAN HALL,3950 D STREET,PHILADELPHIA,PA,19124,4202,(215) 203-1895,STATE,CLOSED,0,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.geogroup.com/Locations, http://www.cor.pa.gov/Facilities/CommunityCorrections/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CommunityCorrections/Documents/What%20is%20Community%20Corrections.pdf",2017/10/10 00:00:00+00,IMAGERY/OTHER,2020/01/28 00:00:00+00,http://www.cor.pa.gov/Facilities/CommunityCorrections/Pages/default.aspx#.VmXGTrgrJaQ,MINIMUM,350,0.00536469169807,{1543F41F-9EF0-4BE1-8050-9DE1E11D2361},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,663.174908295076,1.0995547535e-06
1522,10002499,PACIFIC COUNTY JAIL / SHERIFF,300 MEMORIAL DR,SOUTH BEND,WA,98586,-999,(360) 875-9395,COUNTY,OPEN,40,PACIFIC,53049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.pacificcountysheriff.com/,2018/05/07 00:00:00+00,IMAGERY/OTHER,2020/02/26 00:00:00+00,https://www.pacificcountysheriff.com/,NOT AVAILABLE,35,0.00340872452987,{706B954E-9DF9-4021-B4CE-C60E1B59714D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,441.228707739595,2.73925941247e-07
1523,10006585,EDGECOMBE YOUTH DEVELOPMENT CENTER,78 POSITIVE WAY,ROCKY MOUNT,NC,27801,-999,(252) 544-5730,STATE,OPEN,67,EDGECOMBE,37065,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/youth-development-centers#edgecombe,2017/10/01 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/youth-development-centers#edgecombe,JUVENILE,44,0.0029399776602,{0D56E017-E545-4D0E-B4CE-B913F9924226},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,366.54590744315,5.21930551983e-07
1524,10004204,STONEWALL JACKSON YOUTH DEVELOPMENT CENTER,850 HOLSHOUSER ROAD,CONCORD,NC,28027,-999,(704) 652-4300,STATE,OPEN,227,CABARRUS,37025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/youth-development-centers#jackson,2017/10/01 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/youth-development-centers#jackson,JUVENILE,96,0.0231188278561,{0CF99DF4-26C7-409E-BC85-B76B063B2DE8},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2829.73690189809,1.92196693635e-05
1525,10004028,VICTOR CULLEN CENTER,6000 CULLEN DR,SABILLASVILLE,MD,21780,-999,(301) 739-8122,STATE,OPEN,28,FREDERICK,24021,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.djs.state.md.us/Pages/Publications.aspx, http://www.djs.state.md.us/Pages/facilities/index.aspx",2017/10/13 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://djs.maryland.gov/Pages/facilities/Victor-Cullen-Center.aspx,JUVENILE,48,0.0233659221643,{73AF20C0-C4D2-480D-8EDA-72352A44A81A},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3044.5188218787,1.42962630928e-05
1526,10006348,BURKE CRV CENTER,5161 WESTERN AVE,MORGANTON,NC,28655,-999,(828) 433-4036,STATE,OPEN,155,BURKE,37023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/adult-corrections/community-corrections/confinement-in-response-to-violation-crv,2017/10/31 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/adult-corrections/community-corrections/confinement-in-response-to-violation-crv,MINIMUM,248,0.00542245918221,{AB37642F-3DFC-4C68-A4BE-4004D720CA02},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,661.84329306436,1.8044199419e-06
1527,10000060,NORTH CENTRAL UNIT,10 PRISON CIRCLE,CALICO ROCK,AR,72519,-999,(870) 297-4311,STATE,OPEN,811,IZARD,05065,USA,922140,CORRECTIONAL INSTITUTIONS,"http://adc.arkansas.gov/reports-and-forms, http://adc.arkansas.gov/facilities",2017/08/31 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://adc.arkansas.gov/facilities,MEDIUM,800,0.0109523218434,{B961E0E5-77C2-4B90-8704-6C863EEEC782},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1372.1005280295,7.47666438515e-06
1528,10004209,GASTON REG JUVENILE DETENTION CENTER,135 CAMP SERTOMA RD,DALLAS,NC,28034,-999,(704) 922-7832,STATE,CLOSED,0,GASTON,37071,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wbtv.com/story/29755154/new-juvenile-detention-center-slated-to-open-in-concord/,2015/09/09 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.wbtv.com/story/29755154/new-juvenile-detention-center-slated-to-open-in-concord/,JUVENILE,24,0.00205389963955,{BE91C4AA-9E96-43D0-9491-AB6F0000DE37},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,251.267979910635,1.85761193721e-07
1529,10005832,NEW BEGINNINGS YOUTH DEVELOPMENT CENTER,8400 RIVER ROAD,LAUREL,MD,20724,-999,(202) 299-3100,STATE,OPEN,-999,ANNE ARUNDEL,24003,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.aecom.com/future/projects/new-beginnings-youth-development-center/,2016/07/11 00:00:00+00,IMAGERY/OTHER,2019/12/16 00:00:00+00,https://dyrs.dc.gov/service/maya-angelou-academy-new-beginnings,JUVENILE,60,0.006175644164,{AF890D5A-8B77-4B40-B897-ED94416ABB16},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,767.99294725285,2.27601199539e-06
1530,10004181,MARION MINIMUM SECURITY UNIT,4019 STATE HWY 226 S,MARION,NC,28752,-999,(828) 659-7810,STATE,OPEN,-999,MCDOWELL,37111,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,2017/12/13 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,MINIMUM,116,0.00759372383001,{9F6E9852-88EC-4D1A-A017-0818D841DE37},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,930.588506653638,1.62550114798e-06
1531,10001751,CALEDONIA CORRECTIONAL INSTITUTION - MINIMUM,"1984 CALEDONIA DR, STATE RD 1141",TILLERY,NC,27882,-999,(252) 826-5621,STATE,OPEN,-999,HALIFAX,37083,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Caledonia-Correctional-Institution,2017/12/13 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Caledonia-Correctional-Institution,MINIMUM,1038,0.0113141377218,{EF5CF60F-D4B4-4D3F-B53A-30F44BE8C3B7},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1402.24517566222,5.91074035909e-06
